Unnamed: 0,음식이름,음식재료,음식 이미지
6,하트맛살전 사랑스러운 집들이 음식,"맛살, 계란, 당근, 양파, 대파, 소금, 올리브유, 케첩",https://recipe1.ezmember.co.kr/cache/recipe/2020/05/13/1ede23eb23b0c4d9f8673f836fce64841.jpg
7,"톡톡 터지는 옥수수의 식감이 좋은 ""콘에그빵"" 만들기","밀가루, 설탕, 계란, 소금, 식용유, 콘옥수수",https://recipe1.ezmember.co.kr/cache/recipe/2018/02/19/c7327c7b0771de51c93464d164dfea6e1.jpg
8,아침국으로...두부김치계란탕,"계란, 소금, 대파 초록부분, 다진 김치, 양파, 참기름, 두부, 다시마 멸치육수, 국간장, 소금, 후추",https://recipe1.ezmember.co.kr/cache/recipe/2017/03/09/6e4ab9be6fcf497a229317b38ad4a95d1.jpg
12,간단요리 계란 양파덮밥 혼밥 자취레시피,"양파, 계란, 간장, 맛술, 설탕, 물",https://recipe1.ezmember.co.kr/cache/recipe/2019/10/05/22ab8bbcf9fd28b70c2046243759cd3f1.jpg
14,촉촉한 일본식 크래미덮밥,"크래미, 대파, 계란, 물, 설탕, 맛술, 간장, 굴소스, 식초, 밥, 전분, 물",https://recipe1.ezmember.co.kr/cache/recipe/2023/06/13/2a437f20fc610baa767273e06cf94dd41.jpg
19,스팸간장계란밥,"스팸, 계란, 들기름, 밥, 간장, 굴소스, 설탕",https://recipe1.ezmember.co.kr/cache/recipe/2024/03/25/8268d12fb9e2881e89a9940d9980e1f01.jpg
20,치즈 아니라 요구르트로!!맛있는 치즈케익♡,"플레인요구르트, 핫케이크가루, 계란, 설탕",https://recipe1.ezmember.co.kr/cache/recipe/2019/12/29/0daf46c754fb530b9abb896a4523b9d61.jpg
21,[공모전] 시원하고 뜨끈한 국물요리 대파계란국,"계란, 대파, 참치액, 국간장, 소금, 후춧가루",https://recipe1.ezmember.co.kr/cache/recipe/2023/11/15/26a11826db137d52b1fe34d59096ebc01.jpg
23,[스카치에그] 메추리알로 스카치에그만들기! 간식&술안주! -양싸,"메추리알, 달걀, 굵은소금, 돼지고기                                                                                갈은것, 식용유, 계란물, 튀김가루, 빵가루",https://recipe1.ezmember.co.kr/cache/recipe/2015/09/30/38a14f35aaa4ef48b3f59345de0b794c1.jpg
24,백종원 두부스크램블은 영양가 만점!!,"두부, 계란, 소금, 후추, 버터",https://recipe1.ezmember.co.kr/cache/recipe/2017/04/07/3141469b8280dad9e5b88b00248bffc11.jpg
25,시금치프리타타 다이어트레시피,"계란, 시금치, 방울토마토, 파프리카, 슬라이스햄, 우유",https://recipe1.ezmember.co.kr/cache/recipe/2020/09/03/a04bb79b090c265a705ca59482ca91d81.jpg
29,감자 치즈 소시지 오믈렛,"감자, 소시지, 양파, 체다치즈, 모짜렐라치즈, 계란, 소금, 후추",https://recipe1.ezmember.co.kr/cache/recipe/2016/09/05/d7d896c0f0d8c39004112962b8f8fbb71.jpg
31,진짜 정통 '까르보나라',"계란노른자, 소금, 물, 후추, 파마산치즈, 마늘, 올리브유, 베이컨, 파스타면, 면수, 소금",https://recipe1.ezmember.co.kr/cache/recipe/2022/06/01/de3fa148d304931038eae84998c1b5d61.png
32,볼빨간 당신 양희경 '달걀떡볶이' 생각보다 맛있어서 깜놀!,"떡볶이떡, 양파, 계란, 버터, 올리브유, 소금, 후추",https://recipe1.ezmember.co.kr/cache/recipe/2018/09/27/b6b3d7ce6706d330a442185758fc1a211.jpg
33,계란 김국 만들기,"구운 김, 계란, 대파, 홍고추, 물, 국간장, 멸치 액젓, 다진 마늘, 소금",https://recipe1.ezmember.co.kr/cache/recipe/2024/02/24/78567c05cc375fec5cfabe1b17fb01421.jpg
34,"초간단 아침식사, 아이들도 좋아하는 부드러운 게맛살 순두부 계란탕","게맛살, 순두부, 계란, 잔파(쪽파), 다시물                                                                                맹물도ok 500ml, 국간장, 멸치액젓",https://recipe1.ezmember.co.kr/cache/recipe/2018/01/16/9aeaa50755cdc8143b45afbaebcf2add1.jpg
36,"브런치로 좋은 ""프리타타""♪","계란, 우유, 파마산치즈가루, 소금, 양파, 당근, 프랑크소시지, 대파다진거",https://recipe1.ezmember.co.kr/cache/recipe/2016/03/14/e8ce9eb23e635c1142dcb242f01555201.jpg
37,"[아기식단/아기국] ""홍양갱의 밤 - 초간단 감자계란국""","감자, 계란, 파, 양파, 멸치다시마육수, 깨소금, 아기간장",https://recipe1.ezmember.co.kr/cache/recipe/2022/03/29/8ff58bbf4a4a2fe9c0ec6d87658024881.jpg
38,계란말이 케이크 만들기,"계란, 맛살 짧은것, 당근, 양파, 대파, 소금, 청주",https://recipe1.ezmember.co.kr/cache/recipe/2020/12/09/eb719ba83f592b5cb3f08fbfda06b0191.jpg
2,"에어프라이어/전자렌지로 만든 ""모닝계란빵""♪","모닝빵, 계란, 스팸, 마요네즈, 소금, 파슬리가루, 계란, 마요네즈, 스팸 다진것, 자투리 모닝빵, 소금",https://recipe1.ezmember.co.kr/cache/recipe/2019/03/18/5b14f089f1551cb29a7d84e6ee4972881.jpg
3,집나간 입맛 모셔오는 '얼큰 계란탕',"계란, 양파, 청양고추, 홍고추, 대파, 물, 새우젓, 소금, 후추, 들기름+참기름, 다진마늘, 고춧가루",https://recipe1.ezmember.co.kr/cache/recipe/2020/12/11/19510cb9846d0d929b8db3019538564e1.jpg
7,"백종원 부추 달걀 볶음 황금레시피 ,, 초간단 중국식 인기 메뉴 맛있어요~!","계란, 부추, 굴소스, 참기름, 식용유",https://recipe1.ezmember.co.kr/cache/recipe/2017/06/15/56119aab1b4c994d10346e1bbbc898c71.jpg
12,[고구마또띠아]부드럽고 달달한 맛 ~ 아이들간식으로도 좋아요,"고구마, 계란, 또띠아, 슬라이스치즈, 기름, 소금",https://recipe1.ezmember.co.kr/cache/recipe/2022/04/17/863bf29b060c81c338b997da9316df4f1.jpg
14,표고버섯 계란국,"말린 표고버섯, 계란, 생수, 멸치액젓, 대파, 소금",https://recipe1.ezmember.co.kr/cache/recipe/2023/11/16/2ab41cee997a7234f6a702fbc38f1c041.jpg
18,원팬 수플레 오믈렛 쉽게 만드는 법,"계란, 버터, 소금, 설탕, 식용유, 메이플시럽                                                                                또는꿀",https://recipe1.ezmember.co.kr/cache/recipe/2020/04/16/86eb4444db50b6222111748f5fa9a1181.png
21,고소한 크림치즈 마들렌 만들기,"크림치즈, 설탕, 계란(M), 바닐라익스트랙                                                                                또는 레몬즙, 박력분, 베이킹파우더, 무염버터",https://recipe1.ezmember.co.kr/cache/recipe/2016/12/09/1fa8729b6dc432a90bcff22856bd1cee1.jpg
24,완벽한 한접시요리 ~ 소스가 예술~이연복 계란덮밥 텐신항 만드는법,"밥, 계란, 팽이버섯                                                                                60g정도, 크래미 게맛살                                                                                손가락길이, 대파, 오일, 물, 양조간장, 굴소스, 설탕, 맛술, 후추, 전분, 물",https://recipe1.ezmember.co.kr/cache/recipe/2024/03/04/07a5526b87cb46cac0da091fe01bdc021.jpg
30,no밀가루 [수플레치즈케이크] +영상,"계란, 크림치즈, 설탕, 옥수수전분, 생크림",https://recipe1.ezmember.co.kr/cache/recipe/2016/05/19/1a75bf8b189b6cdce5d1428f4d1751bd1.jpg
34,새우 시금치 프리타타 [새우와 시금치 넣어 더 맛있는 이탈리아식 오믈렛! 다이어트에도 좋아요!],"시금치, 냉동새우, 방울토마토, 양파, 계란, 소금, 후추",https://recipe1.ezmember.co.kr/cache/recipe/2021/12/08/732eecd2f809028f587d427a6159d99c1.jpg
36,【밥솥으로 만드는 치즈케이크】,"크림치즈, 계란, 요플레, 설탕, 박력분, 파마산치즈가루, 다이제스티브, 녹인버터",https://recipe1.ezmember.co.kr/cache/recipe/2017/08/14/0592f1f10d136b509b453cd030ea0ad71.jpg
37,피크닉 도시락 메뉴로 좋은 볶음밥계란말이 만들어봤어요!,"계란, 소시지                                                                                또는 햄 60g, 대파                                                                                50g, 작은 당근                                                                                50g, 밥, 통깨, 소금, 식용유, 참기름, 케찹, 마요네즈, 파슬리가루                                                                                선택",https://recipe1.ezmember.co.kr/cache/recipe/2017/05/14/efda8cd16cf92c21615aef7d016131c11.jpg
38,담백 고소한 계란떡볶이◡̈*✧,"떡, 계란, 양파, 버터, 소금, 후추",https://recipe1.ezmember.co.kr/cache/recipe/2019/03/12/10f19d6b16a9d82d72248cf24b49c0981.jpg
1,"크래미에 깻잎을 말아 구운 향긋한 전요리, 크래미깻잎전","크래미, 깻잎, 달걀, 부침가루, 소금, 식용유",https://recipe1.ezmember.co.kr/cache/recipe/2024/01/30/fd46ceb3b81b2b62b77b43c80ee2d4221.jpg
4,다이어트! 양배추참치덮밥 레시피,"양배추, 달걀, 참치                                                                                작은거, 굴소스, 참치액",https://recipe1.ezmember.co.kr/cache/recipe/2024/03/19/6732508970c2179edbbae2d6177779911.jpg
6,밥도둑 반찬 고추장 달걀조림 만들기!TV 알토란 레시피,"달걀, 양파, 청양고추, 쪽파                                                                                또는 대파, 멸치육수, 고추장, 고춧가루, 진간장, 설탕, 물엿, 참기름, 깨, 후추",https://recipe1.ezmember.co.kr/cache/recipe/2019/07/01/097a119634a9657ee34d81b011a97b131.jpg
7,파프리카달걀볶음:초간단 저탄고지 다이어트 단백질식사,"파프리카, 달걀, 양파, 현미유, 소금, 후추, 파슬리가루",https://recipe1.ezmember.co.kr/cache/recipe/2021/10/06/36cb806316fc9049dfe091d61f9f5bd21.jpg
8,백종원의 부추 달걀 볶음,"부추, 달걀, 식용유, 밥, 굴소스, 참기름",https://recipe1.ezmember.co.kr/cache/recipe/2018/06/27/bbc059c608dd01cfa43ebcb45c1882a81.jpg
13,"5분 컷 세상 간단한 달걀요리, 우유달걀카레","달걀, 우유, 마늘, 양파, 버터, 물, 카레가루, 소금",https://recipe1.ezmember.co.kr/cache/recipe/2022/11/01/304b60c63348dde9cb5ff816551bbb751.jpg
20,차가워도 맛있는 추억의 급식달걀찜,"달걀, 당근, 양파, 쪽파, 참치액, 맛술, 소금, 통깨, 물",https://recipe1.ezmember.co.kr/cache/recipe/2022/10/05/b75e71a7b284b77b04892bfacd3dfe661.jpg
22,"빵 대신 에그번 ♥ 햄버거로 다이어트 가능한 "" 달걀버거 "" 만들기","달걀, 슬라이스햄, 슬라이스치즈, 샐러드채소, 방울토마토, 소금, 식초, 스리라차소스",https://recipe1.ezmember.co.kr/cache/recipe/2021/02/16/61153bf7816901787cdb5558a3d8e1801.jpg
23,따끈하고 든든한 다이어트 한끼! 순두부달걀죽,"순두부, 밥, 달걀, 굴소스, 간장, 쪽파",https://recipe1.ezmember.co.kr/cache/recipe/2023/12/06/340639dab664c1eb8b2371ce19d78a901.jpg
26,녹네 녹아.. 전자렌지 1분 30초 컷. 고소 짭짤 수란마요밥 만들기,"달걀, 마요네즈, 굴소스, 참기름",https://recipe1.ezmember.co.kr/cache/recipe/2018/11/05/3ad58336218c24351e8ca6f08b7790111.jpg
31,후다닥!!!두부 크래미 달걀볶음!,"두부, 크래미, 달걀, 당근, 깻잎, 소금, 식용류, 후추가루, 참기름",https://recipe1.ezmember.co.kr/cache/recipe/2018/11/19/244c0057f9afe10bf158d4e6a2de30911.jpg
34,♥[신혼밥상] 아몬드초코칩쿠기,"박력분, 코코아파우더, 아몬드 슬라이스, 무염버터, 설탕, 달걀노른자, 바닐라에센스",https://recipe1.ezmember.co.kr/cache/recipe/2020/02/05/45cafda15a792a96993608aaaf8e7d901.jpg
36,달걀(계란) 숙주볶음 : 초간단 반찬 겸 술안주,"달걀, 숙주                                                                                1봉지, 후추, 굴소스, 식용유, 참기름, 다진 쪽파                                                                                생략가능",https://recipe1.ezmember.co.kr/cache/recipe/2018/01/07/13243ce920b478bd71534948e19848a91.jpg
37,간단하게 속편한 국 끓이기! 새우젓 연두부달걀국,"물, 연두부, 달걀, 양파, 새우젓, 소금, 송송 썬 대파, 다시마                                                                                5cm x 5cm, 멸치",https://recipe1.ezmember.co.kr/cache/recipe/2018/05/23/c121d516dcbd93fa9b752b30e77e671d1.jpg
39,#[면역력]아이밥 참치계란밥,"쌀밥, 참치캔, 달걀, 소금, 캐찹",https://recipe1.ezmember.co.kr/cache/recipe/2019/11/11/658dae7a4e38765322cb8d4cca3e68ae1.jpg
2,10분이면 뚝딱! 밥보다 면이지~ 간장계란면:D,"소면                                                                                100원동전, 달걀, 간장, 올리고당, 매실액, 식초, 참기름, 고춧가루, 후추",https://recipe1.ezmember.co.kr/cache/recipe/2019/01/19/68bd1946c8b68ed0829b040068e5ccf71.jpg
4,삼색덮밥,"밥, 스팸, 달걀, 신 김치, 김치 국물, 올리고 당, 식용유, 참기름",https://recipe1.ezmember.co.kr/cache/recipe/2019/05/01/50e027fee421e0d728294e9988e807561.jpg
9,다이어트는 내일부터!!!! 내일 아침은 바로 이녀석 고구마에그슬럿 ★,"고구마, 달걀, 견과류, 저지방 우유, 소금, 후추, 모짜렐라 치즈                                                                                또는 저지방 체다치즈",https://recipe1.ezmember.co.kr/cache/recipe/2019/05/13/ca4756c5528a6d82381e5a93a087dfdb1.jpg
11,부산에서 유명하다는 달걀만두,"달걀, 삶은 당면, 다진대파, 다진당근, 다진청양고추, 식용유, 참치액",https://recipe1.ezmember.co.kr/cache/recipe/2020/04/02/f862795394714ba8253e88cb9d1b46a31.jpg
13,"봄 소풍,봄 나들이 플라워 계란프라이 도시락","달걀, 스팸, 호박, 당근, 양파, 스팸, 굴소스, 후추톡톡, 식용유",https://recipe1.ezmember.co.kr/cache/recipe/2019/03/31/224003d4af2ea53901880436197b14681.jpg
15,매콤 소시지 달걀 치즈구이,"비엔나소시지, 달걀, 청양고추, 다진양파, 식용유, 피자치즈",https://recipe1.ezmember.co.kr/cache/recipe/2019/07/31/4a7453c938b98d53c9737276853b7f341.jpg
16,초코나무숲 스모어 쿠키 만들기(+영상)｜효썸,"무염버터, 백설탕, 갈색설탕, 소금, 달걀, 바닐라 익스트랙, 마시멜로, 몰티져스, 밀가루중력분, 말차가루, 베이킹소다, 밀가루중력분, 코코아파우더, 베이킹소다",https://recipe1.ezmember.co.kr/cache/recipe/2022/04/20/c3bdc69d49998c6d89942c365c0361401.jpg
17,모카크림을 빵빵하게 채운 카페모카쿠키슈,"우유, 물, 버터, 소금, 박력분, 달걀, 무염 버터, 설탕, 박력분, 코코아파우더, 인스턴트 커피, 뜨거운 물, 생크림, 연유",https://recipe1.ezmember.co.kr/cache/recipe/2021/07/06/69643d2c4ce995d5fb5ad7d0c4610e7e1.jpg
23,[스카치에그] 메추리알로 스카치에그만들기! 간식&술안주! -양싸,"메추리알, 달걀, 굵은소금, 돼지고기                                                                                갈은것, 식용유, 계란물, 튀김가루, 빵가루",https://recipe1.ezmember.co.kr/cache/recipe/2015/09/30/38a14f35aaa4ef48b3f59345de0b794c1.jpg
26,초간단 연두부달걀볶음 다이어트에도 굿~!!,"달걀, 연두부, 우유, 소금, 후추, 부추, 참기름",https://recipe1.ezmember.co.kr/cache/recipe/2019/06/13/f3c53e290840ec09a870b7b6ac1f67261.jpg
27,#아이밥#달걀우유카레,"밥, 카레가루, 우유, 달걀, 감자, 양파, 당근, 스팸",https://recipe1.ezmember.co.kr/cache/recipe/2020/01/28/e4ca51aa9597244825fa5d5555a447621.jpg
28,백종원중국식달걀탕,"달걀, 크래미 작은 사이즈, 새송이버섯, 양파, 대파, 당근, 햄, 간장, 굴 소스, 소금, 물                                                                                1000ml~이상, 후춧가루, 참기름",https://recipe1.ezmember.co.kr/cache/recipe/2018/12/24/093a147008cb833d38b1620ffc0877f31.jpg
30,우유달걀 카레,"햇반, 카레가루, 달걀, 양파, 스팸, 우유",https://recipe1.ezmember.co.kr/cache/recipe/2018/04/16/1dadb66e9e8c73f4d6f7f32bef0ce4601.jpg
35,♥[신혼밥상] 유자파운드케이크,"박력분, 아몬드파우더, 베이킹파우더, 무염버터, 설탕, 달걀, 유자청",https://recipe1.ezmember.co.kr/cache/recipe/2020/02/10/2c5ea44c074a44bce2625dd155e30d131.jpg
0,포실포실 계란빵 식빵과 종이컵으로 예쁘게 만들어봤어요.,"식빵, 베이컨, 체다치즈, 우유, 달걀",https://recipe1.ezmember.co.kr/cache/recipe/2024/01/26/36496c5c3f3ebccb7c6f4f3e52f725d61.jpg
4,한그릇요리- 일본식 계란덮밥 텐신항 만들기,"달걀, 크래미, 대파, 밥, 간장, 굴소스, 설탕, 식초, 맛술, 전분물, 물",https://recipe1.ezmember.co.kr/cache/recipe/2021/10/19/7cd83c3d3ea97f84f8dd439b734670c41.jpg
5,초콜릿만큼 진한 맛의 브라우니머핀 만들기 ♥,"다크초콜릿, 무염버터, 박력분, 코코아파우더, 소금, 달걀, 설탕, 초코칩",https://recipe1.ezmember.co.kr/cache/recipe/2021/06/15/531e7063a4e8e976d618cb30e3faebf01.jpg
10,야식이 필요할땐????!!!!! 편의점표 달걀참치콘전 ★,"달걀, 참치, 옥수수콘, 소금, 후추",https://recipe1.ezmember.co.kr/cache/recipe/2019/08/13/1e81d3b944f6493f4b25a4909c11d4581.jpg
11,빨리 지나가서 요리가 멈춰진 백파더 백종원 간단토스트! 에그치즈토스트 만들기,"달걀, 소금, 식빵, 치즈, 설탕",https://recipe1.ezmember.co.kr/cache/recipe/2020/07/24/c599da802f35f12e11a53bbefd4700691.jpg
